source_file,source_layer,include,tier,priority_order,selection_reason
planning_local_plan_data_11.gpkg,Local_Roads,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,London_City_Airport_Safeguarding_Zone,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,London_Distributor_Roads,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Neighbourhood_Parades,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,New___Improved_Riverside_Walk,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Primary_Shopping_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Proposed_Footpath_Link,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Railfreight_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Regionally_Important_Geological___Geomorphological_Site,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,River_Crossing_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Road_Safeguarding_Area,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Safeguarded_Waste_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Safeguarded_Wharves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Secondary_Shopping_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Sites_of_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Sites_of_Special_Scientific_Interest,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_11.gpkg,Strategic_Development_Locations,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_11.gpkg,Strategic_Industrial_Location,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Strategic_Roads,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Strategic_Views,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Thames_Policy_Area,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,World_Heritage_Site,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,World_Heritage_Site_Buffer_Zone,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Archaeological_Priority_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Central_Activities_Zone,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_12.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Critical_Drainage_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_12.gpkg,Existing_Waste_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Flood_Zone_2,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Flood_Zone_3,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Green_Chains,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_12.gpkg,Green_Corridors,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_12.gpkg,Industrial_Sites__note__LSIS_,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Local_Open_Spaces,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Primary_Shopping_Frontages,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_12.gpkg,Priority_Industrial_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Priority_Office_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_12.gpkg,Regionally_Important_Geological_Site,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Registered_Parks___Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_12.gpkg,Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Sites_of_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_12.gpkg,Strategic_Views,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_13.gpkg,Aerodrome_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Ancient_Monuments,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Archaeological_Priority_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Community_Infrastructure_Levy,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Conservation_Areas__OPDC_,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Green_Corridors,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_13.gpkg,Heliport_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Historic_Parks_And_Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_13.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Nature_Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Notifiable_Installations,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_13.gpkg,Open_Spaces,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Opportunity_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Primary_Shopping_Frontage,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Rail_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Regeneration_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_13.gpkg,Road_Network_Classification,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_13.gpkg,Safeguarded_Wharves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,Strategic_Routes,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_13.gpkg,Strategic_Sites,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_13.gpkg,Strategic_Views,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_13.gpkg,Thames_Path,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_13.gpkg,Thames_Policy_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_13.gpkg,View_Points,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_13.gpkg,View_Points_Polygons,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Archaeological_Priority_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Areas_Of_Change,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Article_4___HMOs,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Article_4___Heartlands_Rail_Corridor,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Article_4___Warehouse_to_Residential,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Article_4___Works_Within_Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Blue_Ribbon_Network,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_14.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Critical_Drainage_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Cultural_Quarter,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Ecological_Corridors,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Employment_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Family_Housing_Protection_Zones,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Flood_Zone_2,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Flood_Zone_3,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Green_Chains,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_14.gpkg,Heritage_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Historic_Parks,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Lee_Valley_Regional_Park,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Listed_Buildings,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Local_Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Locally_Listed_Building,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Locally_Significant_Industrial_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Primary_Frontages,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_14.gpkg,Regeneration_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Secondary_Frontages,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_14.gpkg,Significant_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Sites_of_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,South_Tottenham_House_Extensions,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Strategic_Industrial_Locations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,TPOs,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Tottenham_AAP,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Viewing_Corridor,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_14.gpkg,Waste_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_14.gpkg,Wider_Setting,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Archaeological_Priority_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Areas_Of_Special_Character,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Article_4_Direction__Land_Subject_to_,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Business_Use_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Core_Strategy_Sub_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Designated_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Designated_Shopping_Frontage_in_Local_Centres,False,,99,"Exclude despite centre-related semantics: source geometry is point/line rather than polygon, so it cannot define the areal centre boundary required for Article 4 overlap."
planning_local_plan_data_15.gpkg,Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Green_Chains_and_Corridors,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Industrial_and_Business_Use_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Listed_Buildings,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_15.gpkg,Local_Plan_Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Locally_Listed_Buildings,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_15.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Neighbourhood_Parades,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_15.gpkg,Open_Space_Sport_and_Recreation_Site_Typologies,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Opportunity_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Protected_Views_Restricted_Corridor,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Protected_Views_Setting_Corridor,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Regionally_Important_Geological_Site,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_15.gpkg,Registered_Parks_and_Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Residential_Character_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Scheduled_Ancient_Monuments,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Secondary_Shopping_Frontage_in_Local_Centres,False,,99,"Exclude despite centre-related semantics: source geometry is point/line rather than polygon, so it cannot define the areal centre boundary required for Article 4 overlap."
planning_local_plan_data_15.gpkg,Sites_of_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_15.gpkg,Sites_of_Special_Scientific_Interest,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_15.gpkg,Strategic_Industrial_Location,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Burial_Spaces,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Crossrail_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Dagenham_to_Thames_Tunnel,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Emerson_Ppark_Policy_Area,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Flood_Zone_2,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Flood_Zone_3,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Gypsy_Traveller_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Hall_Lane_Policy_Area,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Large_Potential_Wind_Development_Sites,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Local_Centres,False,,99,"Exclude despite centre-related semantics: source geometry is point/line rather than polygon, so it cannot define the areal centre boundary required for Article 4 overlap."
planning_local_plan_data_16.gpkg,Local_Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Medium_Potential_Wind_Development_Sites,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Metropolitan_Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Minerals_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Out_of_Town_Centres,False,,99,Out-of-town centre designation is outside the analytical centre construct.
planning_local_plan_data_16.gpkg,Parks__Open_Spaces__Playing_Fields_and_Allotments,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Primary_Frontages,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_16.gpkg,Proposed_Beam_Park_Station,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_16.gpkg,Retained_Site_Specific_Allocations,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,River_Room,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Romford_Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Safeguarded_Wharves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Scheduled_Monuments,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_16.gpkg,Secondary_Employment_Areas__called_LSIL_in_file_name_,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Secondary_Frontages,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_16.gpkg,Site_of_Special_Scientific_Interest,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Sites_of_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Small_Potential_Wind_Development_Sites,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Strategic_Development_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_16.gpkg,Strategic_Industrial_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Thames_Chase_Community_Forest,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Thames_Policy_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_16.gpkg,Wildlife_Corridors,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_17.gpkg,Air_Quality_Management_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Archaeological_Priority_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Areas_Of_Special_Character,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Colne_Valley_Park,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_17.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Critical_Drainage_Area,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_17.gpkg,Flood_Zone_2,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Flood_Zone_3,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Grand_Union_Canal,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_17.gpkg,Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Green_Links,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_17.gpkg,Hayes_Housing_Zone,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_17.gpkg,Heathrow_Airport_Boundary,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Key_Transport_Interchanges,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Listed_Building_Points,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_17.gpkg,Listed_Buildings,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Locally_Listed_Buildings,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Locally_Listed_Buildings_Points,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_17.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Mineral_And_Railhead_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,National_Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Nature_Conservation_Sites_Grade_1,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Nature_Conservation_Sites_Grade_2,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Public_Safety_Zones,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_17.gpkg,Rebalancing_Employment_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Regionally_Important_Geological_Site,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Registered_Parks_And_Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_17.gpkg,Road_Safeguarding,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_17.gpkg,Scheduled_Ancient_Monuments,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,School_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Sites_For_Gypsies_And_Travellers,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_17.gpkg,Sites_of_Special_Scientific_Interest,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_18.gpkg,Advert_Special_Control_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_18.gpkg,Archaeological_Priority_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Areas_Of_Special_Character,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Historic_Parks___Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_18.gpkg,Industrial_Business_Parks,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Key_Existing_Office_Locations,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_18.gpkg,Large_Neighbourhood_Centres,False,,99,"Exclude despite centre-related semantics: source geometry is point/line rather than polygon, so it cannot define the areal centre boundary required for Article 4 overlap."
planning_local_plan_data_18.gpkg,Listed_Buildings,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Local_Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Local_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Locally_Significant_Industrial_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Metropolitan_Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_18.gpkg,Preferred_Industrial_Locations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
